price,status,area,rate_per_sqft,property_type,locality,builder_name,rera_approval,bhk_count,socity,company_name,flat_type
37000000,ready to move,1975,18734.0,4 bhk apartment in emaar emerald floors premier,sector 65,gk realtors,False,4,emaar emerald floors premier,emaar,apartment
55000000,under construction,1469,37465.0,4 bhk apartment in godrej aristocrat,sector 49,yoga reality,True,4,godrej aristocrat,godrej,apartment
55000000,under construction,1469,37465.0,4 bhk apartment in godrej aristocrat,sector 49,gupta realtors,True,4,godrej aristocrat,godrej,apartment
20000000,ready to move,2000,10000.0,3 bhk independent floor,sector 46,homes solution,False,3,outside socity,outside,plot
28000000,under construction,1902,14750.0,3 bhk apartment in m3m golf hills phase 1,sector 79,ethos pro realtors,True,3,m3m golf hills phase 1,m3m,apartment
26800000,under construction,2000,13400.0,3 bhk apartment in trehan luxury floors 71,sector 71,the assetree,True,3,trehan luxury floors 71,trehan,apartment
26800000,under construction,2000,13400.0,3 bhk apartment in trehan luxury floors 71,sector 71,bargainer propmart,True,3,trehan luxury floors 71,trehan,apartment
27000000,ready to move,2650,10188.0,4 bhk independent floor in emaar emerald floors premier,sector 65,golden frog realty,False,4,emaar emerald floors premier,emaar,floor
5700000,ready to move,632,9018.0,2 bhk apartment in signature global orchard avenue,sector 93,shree associate,False,2,signature global orchard avenue,signature,apartment
25000000,ready to move,1950,12820.0,3 bhk independent floor in raheja sushant lok 1 floors,sector 43,khatri properties solution,False,3,raheja sushant lok 1 floors,raheja,floor
28000000,under construction,1902,14750.0,3 bhk apartment in m3m golf hills phase 1,sector 79,urbankasa,True,3,m3m golf hills phase 1,m3m,apartment
26800000,under construction,2000,13400.0,3 bhk apartment in trehan luxury floors 71,sector 71,paarth realty,True,3,trehan luxury floors 71,trehan,apartment
12600000,under construction,1055,12000.0,2 bhk apartment in signature global city 79 b,sector 79,mehta real estate,True,2,signature global city 79 b,signature,apartment
28000000,under construction,1902,14750.0,3 bhk apartment in m3m golf hills phase 1,sector 79,empire landbase,True,3,m3m golf hills phase 1,m3m,apartment
21100000,ready to move,1046,20200.0,2 bhk apartment in godrej air,sector 85,home,False,2,godrej air,godrej,apartment
28000000,under construction,1902,14750.0,3 bhk apartment in m3m golf hills phase 1,sector 79,property in gurgaon,True,3,m3m golf hills phase 1,m3m,apartment
28000000,under construction,1902,14750.0,3 bhk apartment in m3m golf hills phase 1,sector 79,properties for sale in gurgaon,True,3,m3m golf hills phase 1,m3m,apartment
45000000,ready to move,3400,13235.0,4 bhk independent floor in today developer 6,dlf phase 2,akhilesh sharma,False,4,today developer 6,today,floor
26800000,under construction,2000,13400.0,3 bhk apartment in trehan luxury floors 71,sector 71,sevenrealtys,True,3,trehan luxury floors 71,trehan,apartment
37600000,under construction,1795,21000.0,3 bhk apartment in m3m m3m crown,sector 111,accurate realty venture private limited,True,3,m3m m3m crown,m3m,apartment
28000000,under construction,1902,14750.0,3 bhk apartment in m3m golf hills phase 1,sector 79,today associates,True,3,m3m golf hills phase 1,m3m,apartment
48000000,ready to move,2802,17130.0,3 bhk apartment in experion windchants,sector 112,chirag khatri,False,3,experion w,experion,apartment
12000000,ready to move,1322,9077.0,2 bhk apartment in umang winter hills,sector 77,khushi housing solutions pvt ltd,False,2,umang w,umang,apartment
14500000,ready to move,1490,9731.0,2 bhk apartment in godrej 101,sector 79,true blue advisers,False,2,godrej 101,godrej,apartment
41000000,ready to move,2185,18764.0,3 bhk apartment,sector 72,rising realtors,False,3,outside socity,outside,plot
14900000,ready to move,1822,8177.0,3 bhk apartment in umang winter hills,sector 77,get home fix,False,3,umang w,umang,apartment
22500000,under construction,1829,12301.0,3 bhk apartment in godrej air,sector 85,arihant dream homes,True,3,godrej air,godrej,apartment
45000000,ready to move,3762,11961.0,4 bhk independent floor in raheja sushant lok 1 floors,sector 43,neer me consultant,False,4,raheja sushant lok 1 floors,raheja,floor
29000000,under construction,1855,15633.0,3 bhk apartment in godrej meridien,sector 106,sansiddhi homes,True,3,godrej meridien,godrej,apartment
28000000,ready to move,2162,12950.0,4 bhk apartment in shapoorji pallonji joyville phase 1,sector 102,gateway realty,False,4,shapoorji pallonji joyville phase 1,shapoorji,apartment
27500000,ready to move,2103,13076.0,3 bhk apartment in dlf the primus,sector 82a,neeraj co,False,3,dlf the primus,dlf,apartment
34000000,under construction,1967,17300.0,3 bhk apartment in krisumi waterfall residences,sector 36a,gromax india,True,3,krisumi waterfall residences,krisumi,apartment
6200000,under construction,765,8104.0,2 bhk independent house,sector 104,sunrise property consultants,False,2,outside socity,outside,plot
28000000,under construction,1902,14750.0,3 bhk apartment in m3m golf hills phase 1,sector 79,ag luxury abodes,True,3,m3m golf hills phase 1,m3m,apartment
27000000,ready to move,4500,6000.0,4 bhk independent floor in reputed builder sushant lok 3,sector 57,home,False,4,reputed builder sushant lok 3,reputed,floor
4900000,ready to move,575,8521.0,2 bhk apartment,sector 93,property in gurgaon,False,2,outside socity,outside,plot
14500000,under construction,1751,8280.0,3 bhk apartment in eldeco acclaim,sector 2 sohna,properties for sale in gurgaon,True,3,eldeco acclaim,eldeco,apartment
18500000,ready to move,1550,11935.0,2 bhk apartment in puri emerald bay,sector 104,paramount associates,False,2,puri emerald bay,puri,apartment
1970000,under construction,220,8954.0,1 rk studio apartment in dlf magnolias,sector 42,n s associates,True,1,dlf magnolias,dlf,apartment
17100000,under construction,921,18566.0,1 bhk apartment in krisumi waterfall suites,sector 36a,mas infra,True,1,krisumi waterfall suites,krisumi,apartment
19300000,ready to move,1840,10500.0,3 bhk independent floor in ahuja builders 4,sector 23 gurgaon,mangalam infratech,False,3,ahuja builders 4,ahuja,floor
12500000,under construction,1454,8629.0,3 bhk independent floor in landmark avana 1st phase,sector 95,maa karni properties,True,3,landmark avana 1st phase,landmark,floor
28500000,ready to move,2010,14179.0,4 bhk apartment in tulip violet,sector 69,surya homes developers,False,4,tulip violet,tulip,apartment
25000000,ready to move,2660,9398.0,3 bhk apartment in bestech park view grand spa,sector 81,smart homzz,False,3,bestech park view grand spa,bestech,apartment
22500000,ready to move,2215,10158.0,4 bhk apartment in dlf regal gardens,sector 90,wadhwa realtors,False,4,dlf regal gardens,dlf,apartment
25000000,ready to move,2550,9803.0,3 bhk independent floor,sector 57,silverkeys realestate,False,3,outside socity,outside,plot
10500000,under construction,1550,6774.0,3 bhk independent floor in signature global park 1,sector 36 sohna,gravity advisors pvt ltd,True,3,signature global park 1,signature,floor
38000000,ready to move,2600,14615.0,4 bhk independent floor,sector 41,saryu chadha,False,4,outside socity,outside,plot
33900000,ready to move,2675,12710.0,4 bhk apartment in bestech park view altura,sector 79,sandeep radhe associates,False,4,bestech park view altura,bestech,apartment
4300000,ready to move,500,8600.0,2 bhk apartment in rof aalayas,sector 102,rainbow realty rera-311,False,2,rof aalayas,rof,apartment
17200000,ready to move,2064,8333.0,3 bhk apartment in dlf new town heights 1,sector 90,sagar real estates s/c milestone buildspace pvt ltd,False,3,dlf new town heights 1,dlf,apartment
7970000,ready to move,980,8132.0,2 bhk apartment in umang winter hills,sector 77,amit,False,2,umang w,umang,apartment
145600000,under construction,4625,31500.0,4 bhk apartment in ireo grand hyatt,sector 58,dream house,True,4,ireo grand hyatt,ireo,apartment
12000000,ready to move,1283,9353.0,2 bhk apartment in experion the heartsong,sector 108,ads realty,False,2,experion the heartsong,experion,apartment
8500000,ready to move,1296,6558.0,residential plot,palam vihar extension,home,False,0,outside socity,outside,plot
11500000,ready to move,1260,9126.0,residential plot in bptp district 6 block l,sector 84,property in gurgaon,False,6,bptp district 6 block l,bptp,plot
22200000,ready to move,1602,13888.0,residential plot in raheja vanya city plots,sector 99a,properties for sale in gurgaon,True,0,raheja vanya city plots,raheja,plot
20000000,ready to move,1800,11111.0,3 bhk independent floor,sector 57,geeta properrties,False,3,outside socity,outside,plot
5200000,ready to move,516,10077.0,2 bhk apartment in apex our homes,sector 37c,aashiana realtors,False,2,apex our homes,apex,apartment
12500000,ready to move,1430,8741.0,2 bhk apartment in vatika the seven lamps,sector 82,r m reality,False,2,vatika the seven lamps,vatika,apartment
14000000,ready to move,1800,7777.0,3 bhk independent floor,sector 57,vaishno associates,False,3,outside socity,outside,plot
13200000,ready to move,1485,8889.0,residential plot in faith ireo savannah,sector 35 sohna,defence realtors and developers,True,0,faith ireo savannah,faith,plot
22800000,ready to move,1965,11603.0,3 bhk apartment in saan verdante,sector 95,prime associates,False,3,saan verdante,saan,apartment
24600000,ready to move,2600,9462.0,4 bhk apartment in central park aqua front towers,sector 33 sohna,prop cue,False,4,central park aqua front towers,central,apartment
39000000,ready to move,2700,14444.0,4 bhk independent floor,sushant lok,shri sai realtors,False,4,outside socity,outside,plot
172100000,ready to move,7650,22496.0,5 bhk villa in vipul tatvam villas,sector 48,dream home realty,False,5,vipul tatvam villas,vipul,villa
41500000,under construction,4500,9222.0,4 bhk independent floor,sector 24,thirty three estates developers,False,4,outside socity,outside,plot
95500000,ready to move,6371,15000.0,5 bhk apartment in m3m st andrews golf residences,sector 65,99 estates pvt ltd,False,5,m3m st andrews golf residences,m3m,apartment
13700000,ready to move,1575,8761.0,residential plot in meffier golden park,sector 4 sohna,sachin,True,0,meffier golden park,meffier,plot
13400000,under construction,1496,9007.0,3 bhk apartment in signature global city 93,sector 93,whitehousz,True,3,signature global city 93,signature,apartment
18500000,ready to move,2000,9250.0,3 bhk independent floor in uppal southend,sector 49,yasir,False,3,uppal southend,uppal,floor
286000000,under construction,1300,220000.0,2 bhk apartment in m3m capital,sector 113,vijayata enterprises,True,2,m3m capital,m3m,apartment
43800000,ready to move,2660,16500.0,3 bhk apartment in m3m merlin,sector 67,gurugram landbase,False,3,m3m merl,m3m,apartment
2380000,under construction,600,3966.0,2 bhk apartment in ganga tathastu,sector 4 sohna,investor's landbase,True,2,ganga tathastu,ganga,apartment
14400000,under construction,1528,9450.0,3 bhk apartment in m3m antalya hills phase i,sector 79,home,True,3,m3m antalya hills phase i,m3m,apartment
27500000,ready to move,2700,10185.0,4 bhk independent floor,sector 57,property in gurgaon,False,4,outside socity,outside,plot
22500000,ready to move,2430,9259.0,3 bhk independent floor in ansal versalia phase a1,sector 67,properties for sale in gurgaon,False,3,ansal versalia phase a1,ansal,floor
7000000,ready to move,915,7650.0,2 bhk apartment in suncity avenue 102,sector 102,mm india pvt ltd,False,2,suncity avenue 102,suncity,apartment
37000000,ready to move,2000,18500.0,3 bhk apartment in central park tower c,sector 48,seller,False,3,central park tower c,central,apartment
32500000,ready to move,4300,7558.0,4 bhk independent floor,sector 49,seller,False,4,outside socity,outside,plot
14000000,ready to move,1231,11372.0,3 bhk independent floor in reputed builder sushant lok 3,sector 57,seller,False,3,reputed builder sushant lok 3,reputed,floor
32500000,ready to move,3200,10156.0,4 bhk independent floor in dhara malibu town floors,sector 47,seller,False,4,dhara malibu town floors,dhara,floor
20000000,ready to move,1700,11764.0,3 bhk independent floor,sector 57,seller,False,3,outside socity,outside,plot
27000000,ready to move,3000,9000.0,3 bhk independent floor in reputed builder huda colony,sector 46,seller,False,3,reputed builder huda colony,reputed,floor
25000000,ready to move,900,27777.0,2 bhk independent house in surendra luxury floor 45,sector 45,seller,False,2,surendra luxury floor 45,surendra,house
6500000,ready to move,715,9090.0,2 bhk apartment in pyramid urban homes 2,sector 86,seller,False,2,pyramid urban homes 2,pyramid,apartment
26000000,ready to move,2200,11818.0,3 bhk independent floor,sector 47,seller,False,3,outside socity,outside,plot
20000000,ready to move,2300,8695.0,3 bhk independent floor in reputed builder huda colony,sector 46,seller,False,3,reputed builder huda colony,reputed,floor
18000000,ready to move,1700,10588.0,3 bhk independent floor in reputed builder huda colony,sector 46,seller,False,3,reputed builder huda colony,reputed,floor
23000000,ready to move,2340,9829.0,3 bhk independent floor in ansal esencia,sector 67,seller,False,3,ansal esencia,ansal,floor
18000000,ready to move,900,20000.0,1 bhk independent house,sector 45,seller,False,1,outside socity,outside,plot
15000000,ready to move,1700,8823.0,3 bhk independent floor in vipul world plots,sector 48,seller,False,3,vipul world plots,vipul,floor
60200000,ready to move,2150,28000.0,3 bhk apartment in dlf park place,sector 54,seller,False,3,dlf park place,dlf,apartment
84800000,ready to move,3395,25000.0,4 bhk apartment in conscient hines elevate,sector 59,seller,False,4,conscient h,conscient,apartment
46000000,ready to move,2095,22000.0,3 bhk apartment in conscient hines elevate,sector 59,home,False,3,conscient h,conscient,apartment
76100000,ready to move,2721,28000.0,4 bhk apartment in dlf park place,sector 54,property in gurgaon,False,4,dlf park place,dlf,apartment
50400000,ready to move,2295,22000.0,3 bhk apartment in conscient hines elevate,sector 59,properties for sale in gurgaon,False,3,conscient h,conscient,apartment
55300000,ready to move,1975,28000.0,3 bhk apartment in dlf park place,sector 54,seller,False,3,dlf park place,dlf,apartment
52500000,ready to move,1875,28000.0,3 bhk apartment in dlf park place,sector 54,seller,False,3,dlf park place,dlf,apartment
46900000,ready to move,1677,28000.0,2 bhk apartment in dlf park place,sector 54,seller,False,2,dlf park place,dlf,apartment
79900000,under construction,3978,20110.0,4 bhk apartment in dlf the arbour,sector 63,seller,True,4,dlf the arbour,dlf,apartment
57000000,ready to move,2595,22000.0,3 bhk apartment in conscient hines elevate,sector 59,seller,False,3,conscient h,conscient,apartment
70000000,under construction,3950,17722.0,4 bhk apartment in dlf the arbour,sector 63,seller,True,4,dlf the arbour,dlf,apartment
75700000,ready to move,2704,28000.0,4 bhk apartment in dlf park place,sector 54,seller,False,4,dlf park place,dlf,apartment
67800000,under construction,2073,32706.0,4 bhk apartment in anant raj the estate residences,sector 63a,seller,True,4,anant raj the estate residences,anant,apartment
55500000,ready to move,1983,28000.0,3 bhk apartment in dlf park place,sector 54,seller,False,3,dlf park place,dlf,apartment
55500000,ready to move,1985,28000.0,2 bhk apartment in dlf park place,sector 54,seller,False,2,dlf park place,dlf,apartment
71400000,ready to move,2550,28000.0,4 bhk apartment in dlf park place,sector 54,seller,False,4,dlf park place,dlf,apartment
56000000,ready to move,1535,36506.0,3 bhk apartment in mahindra luminare,sector 59,seller,False,3,mah,mah,apartment
84600000,under construction,2586,32714.0,4 bhk apartment in anant raj the estate residences,sector 63a,seller,True,4,anant raj the estate residences,anant,apartment
65200000,ready to move,2329,28000.0,3 bhk apartment in dlf park place,sector 54,seller,False,3,dlf park place,dlf,apartment
74900000,ready to move,2677,28000.0,4 bhk apartment in dlf park place,sector 54,seller,False,4,dlf park place,dlf,apartment
66800000,under construction,2042,32713.0,4 bhk apartment in anant raj the estate residences,sector 63a,seller,True,4,anant raj the estate residences,anant,apartment
64300000,under construction,2250,28624.0,3 bhk apartment in birla navya avik phase 1,sector 63a,seller,True,3,birla navya avik phase 1,birla,apartment
20000000,ready to move,900,22222.0,residential plot,sector 52,home,False,0,outside socity,outside,plot
8500000,ready to move,1079,7877.0,2 bhk apartment in bptp spacio,sector 37d,properties for sale in gurgaon,False,2,bptp spacio,bptp,apartment
7500000,ready to move,815,9202.0,2 bhk apartment in suncity avenue 102,sector 102,seller,False,2,suncity avenue 102,suncity,apartment
4500000,ready to move,920,4891.0,3 bhk apartment,sector 3a,home,False,3,outside socity,outside,plot
4500000,ready to move,920,4891.0,3 bhk apartment,sector 3a,property in gurgaon,False,3,outside socity,outside,plot
4500000,ready to move,2000,2250.0,3 bhk apartment,sector 3a,properties for sale in gurgaon,False,3,outside socity,outside,plot
5600000,ready to move,1100,5090.0,3 bhk independent floor,sector 69,seller,False,3,outside socity,outside,plot
4500000,ready to move,2000,2250.0,3 bhk apartment,sector 3a,seller,False,3,outside socity,outside,plot
9231000,under construction,1211,7623.0,2 bhk apartment in signature global city 79 b,sector 79,superb solution providers pvt ltd,True,2,signature global city 79 b,signature,apartment
13900000,under construction,2408,5784.0,3 bhk apartment in signature global city 79 b,sector 79,superb solution providers pvt ltd,True,3,signature global city 79 b,signature,apartment
12100000,under construction,2035,5978.0,3 bhk apartment in signature global city 79 b,sector 79,superb solution providers pvt ltd,True,3,signature global city 79 b,signature,apartment
11400000,under construction,1556,7372.0,3 bhk apartment in signature global city 79 b,sector 79,home,True,3,signature global city 79 b,signature,apartment
9786000,under construction,1566,6249.0,2 bhk apartment in signature global city 79 b,sector 79,property in gurgaon,True,2,signature global city 79 b,signature,apartment
13100000,under construction,1831,7170.0,3 bhk apartment in signature global city 79 b,sector 79,properties for sale in gurgaon,True,3,signature global city 79 b,signature,apartment
80100000,under construction,3956,20252.0,4 bhk apartment in dlf the arbour,sector 63,sharma realtors solution,True,4,dlf the arbour,dlf,apartment
79900000,under construction,3950,20253.0,4 bhk apartment in dlf the arbour,sector 63,sharma realtors solution,True,4,dlf the arbour,dlf,apartment
76900000,under construction,3800,20253.0,4 bhk apartment in dlf the arbour,sector 63,sharma realtors solution,True,4,dlf the arbour,dlf,apartment
76900000,under construction,3800,20253.0,4 bhk apartment in dlf the arbour,sector 63,sm realty,True,4,dlf the arbour,dlf,apartment
17500000,ready to move,1405,12500.0,2 bhk apartment in godrej air phase i,sector 85,sm realty,False,2,godrej air phase i,godrej,apartment
19500000,ready to move,1930,10103.0,3 bhk apartment in dlf the skycourt,sector 86,sm realty,False,3,dlf the skycourt,dlf,apartment
15900000,ready to move,1890,8412.0,3 bhk apartment in ss the coralwood,sector 84,sm realty,False,3,ss the coralwood,ss,apartment
16500000,ready to move,1890,8730.0,3 bhk apartment in ss the coralwood,sector 84,impex estates india private limited,False,3,ss the coralwood,ss,apartment
25000000,ready to move,2475,10101.0,4 bhk apartment in bestech park view sanskruti,sector 92,impex estates india private limited,False,4,bestech park view sanskruti,bestech,apartment
39500000,under construction,3051,12946.0,3 bhk apartment in ganga nandaka,sector 84,impex estates india private limited,True,3,ganga nandaka,ganga,apartment
12700000,under construction,1075,11813.0,2 bhk apartment in signature global city 81 phase 2,sector 81,impex estates india private limited,True,2,signature global city 81 phase 2,signature,apartment
14000000,under construction,1190,11813.0,3 bhk apartment in signature global city 81 phase 2,sector 81,impex estates india private limited,True,3,signature global city 81 phase 2,signature,apartment
19500000,ready to move,3800,5131.0,3 bhk apartment in central park flower valley,sector 33 sohna,impex estates india private limited,False,3,central park flower valley,central,apartment
6000000,ready to move,900,6666.0,3 bhk apartment in gls avenue 51,sector 92,corvous india infratech pvt ltd,False,3,gls avenue 51,gls,apartment
19500000,ready to move,1550,12580.0,2 bhk apartment in puri emerald bay,sector 104,corvous india infratech pvt ltd,False,2,puri emerald bay,puri,apartment
11000000,under construction,1190,9243.0,2 bhk apartment in signature global city 92 2,sector 92,urbankasa,True,2,signature global city 92 2,signature,apartment
9900000,ready to move,1366,7247.0,2 bhk apartment in m3m woodshire,sector 107,yoga reality,False,2,m3m woodshire,m3m,apartment
11500000,ready to move,1470,7823.0,3 bhk apartment in bptp park generation,sector 37d,home,False,3,bptp park generation,bptp,apartment
43000000,ready to move,2720,15808.0,4 bhk apartment in godrej meridien,sector 106,property in gurgaon,False,4,godrej meridien,godrej,apartment
19000000,ready to move,2361,8047.0,3 bhk apartment in m3m woodshire,sector 107,properties for sale in gurgaon,False,3,m3m woodshire,m3m,apartment
49000000,ready to move,6300,7777.0,4 bhk independent floor in ansal esencia,sector 67,sagar,False,4,ansal esencia,ansal,floor
35000000,ready to move,1350,25925.0,3 bhk villa in eros rosewood villas,sector 49,bhoomi realtors,False,3,eros rosewood villas,eros,villa
120000000,ready to move,6500,18461.0,5 bhk villa in tata raisina residency,sector 59,bhoomi realtors,False,5,tata rais,tata,villa
22500000,ready to move,2660,8458.0,3 bhk apartment in bestech park view grand spa,sector 81,nayra realtors,False,3,bestech park view grand spa,bestech,apartment
17000000,ready to move,1825,9315.0,3 bhk apartment in godrej icon,sector 88a,nayra realtors,False,3,godrej icon,godrej,apartment
31000000,ready to move,3185,9733.0,4 bhk apartment in bestech park view grand spa,sector 81,keshri real tech,False,4,bestech park view grand spa,bestech,apartment
14500000,ready to move,1572,9223.0,3 bhk apartment in godrej 101,sector 79,sagar,False,3,godrej 101,godrej,apartment
15000000,ready to move,1741,8615.0,2 bhk apartment in ss the leaf,sector 85,sagar,False,2,ss the leaf,ss,apartment
35000000,ready to move,2000,17500.0,3 bhk apartment in pioneer park ph 1,sector 61,sagar,False,3,pioneer park ph 1,pioneer,apartment
32500000,ready to move,3470,9368.0,3 bhk apartment in bestech park view grand spa,sector 81,sagar,False,3,bestech park view grand spa,bestech,apartment
18000000,ready to move,1760,10227.0,3 bhk apartment in paras dews,sector 106,sagar,False,3,paras dews,paras,apartment
30000000,ready to move,2018,14866.0,3 bhk apartment in m3m skycity,sector 65,angel bricks,False,3,m3m skycity,m3m,apartment
42500000,ready to move,2700,15740.0,3 bhk apartment in adani brahma samsara vilasa,sector 63,sagar,False,3,adani brahma samsara vilasa,adani,apartment
135000000,ready to move,4670,28907.0,4 bhk apartment in pioneer araya,sector 62,sagar,False,4,pioneer araya,pioneer,apartment
26000000,ready to move,1800,14444.0,3 bhk independent floor in anant raj the estate floors,sector 63,angel bricks,False,3,anant raj the estate floors,anant,floor
18500000,ready to move,1836,10076.0,3 bhk independent floor in reputed builder sushant lok 3,sector 57,angel bricks,False,3,reputed builder sushant lok 3,reputed,floor
66000000,under construction,3416,19320.0,4 bhk apartment in godrej aristocrat,sector 49,sam realtors,True,4,godrej aristocrat,godrej,apartment
3000000,ready to move,450,6666.0,1 bhk apartment in gls avenue 51,sector 92,home,False,1,gls avenue 51,gls,apartment
45000000,under construction,4500,10000.0,4 bhk independent floor in uppal southend,sector 49,property in gurgaon,True,4,uppal southend,uppal,floor
46100000,ready to move,3969,11615.0,4 bhk independent floor in unitown trehan luxury floor 63,sector 63,properties for sale in gurgaon,False,4,unitown trehan luxury floor 63,unitown,floor
41000000,ready to move,3240,12654.0,4 bhk independent floor in unitech south city ii,sector 49,yoga reality,False,4,unitech south city ii,unitech,floor
36800000,ready to move,2375,15494.0,3 bhk apartment in tata raisina residency,sector 59,keshri real tech,False,3,tata rais,tata,apartment
80000000,ready to move,6000,13333.0,6 bhk apartment in tata raisina residency,sector 59,keshri real tech,False,6,tata rais,tata,apartment
15000000,ready to move,1480,10135.0,2 bhk apartment in microtek greenburg,sector 86,keshri real tech,False,2,microtek greenburg,microtek,apartment
20000000,ready to move,2230,8968.0,4 bhk apartment in dlf new town heights,sector 86,keshri real tech,False,4,dlf new town heights,dlf,apartment
75000000,ready to move,5000,15000.0,5 bhk villa,kadarpur,keshri real tech,False,5,outside socity,outside,plot
23000000,ready to move,1920,11979.0,3 bhk apartment in ireo the corridors,sector 67,sagar,False,3,ireo the corridors,ireo,apartment
32000000,ready to move,2300,13913.0,4 bhk apartment in bestech park view spa next,sector 67,sagar,False,4,bestech park view spa next,bestech,apartment
21000000,ready to move,2366,8875.0,3 bhk apartment in godrej 101,sector 79,angel bricks,False,3,godrej 101,godrej,apartment
36000000,ready to move,2045,17603.0,3 bhk apartment in ireo skyon,sector 60,angel bricks,False,3,ireo skyon,ireo,apartment
22500000,ready to move,1508,14920.0,3 bhk apartment in dhoot time residency,sector 63,angel bricks,False,3,dhoot time residency,dhoot,apartment
40500000,under construction,1946,20811.0,3 bhk apartment in krisumi waterfall residences,sector 36a,sagar,True,3,krisumi waterfall residences,krisumi,apartment
25000000,under construction,1831,13653.0,3 bhk apartment in shapoorji pallonji joyville phase 1,sector 102,homes solution,True,3,shapoorji pallonji joyville phase 1,shapoorji,apartment
43000000,under construction,2100,20476.0,3 bhk apartment in m3m mansion,sector 113,homes solution,True,3,m3m mansion,m3m,apartment
12000000,ready to move,1550,7741.0,2 bhk apartment in pareena coban residences,sector 99a,angel bricks,False,2,pareena coban residences,pareena,apartment
16900000,ready to move,2150,7860.0,3 bhk apartment in pareena express heights,sector 99a,angel bricks,False,3,pareena express heights,pareena,apartment
65000000,ready to move,2905,22375.0,4 bhk apartment in tata primanti,sector 72,angel bricks,False,4,tata primanti,tata,apartment
32600000,under construction,1555,21000.0,3 bhk apartment in m3m m3m crown,sector 111,home,True,3,m3m m3m crown,m3m,apartment
52700000,under construction,2510,21000.0,4 bhk apartment in m3m m3m crown,sector 111,property in gurgaon,True,4,m3m m3m crown,m3m,apartment
286000000,under construction,1300,220000.0,2 bhk apartment in m3m capital,sector 113,properties for sale in gurgaon,True,2,m3m capital,m3m,apartment
